word,word_clean,word_stem,lemma,wclass,word_synonym ,synonym
bangles,bangles,bangl,bangle,noun,"list(syn = c(""bangle"", ""bauble"", ""bracelet"", ""fallal"", ""gaud"", ""gewgaw"", ""novelty"", ""trinket""))",bangle
banjo,banjo,banjo,banjo,noun,"list(syn = ""banjo"")",banjo
bank,bank,bank,bank,noun,"list(syn = c(""bank"", ""bank building"", ""banking company"", ""banking concern"", ""camber"", ""cant"", ""coin bank"", ""depository financial institution"", ""money box"", ""savings bank""))",bank
banked,banked,bank,bank,verb,"list(syn = c(""bank"", ""deposit"", ""rely"", ""swear"", ""trust""))",deposit
banners,banners,banner,banner,noun,"list(syn = c(""banner"", ""streamer""))",banner
banyan,banyan,banyan,banyan,noun,"list(syn = c(""banian"", ""banian tree"", ""banyan"", ""banyan tree"", ""East Indian fig tree"", ""Ficus bengalensis"", ""Indian banyan""))",banyan
bar,bar,bar,bar,noun,"list(syn = c(""bar"", ""BAR"", ""barroom"", ""Browning automatic rifle"", ""cake"", ""ginmill"", ""legal community"", ""legal profession"", ""measure"", ""prevention"", ""saloon"", ""taproom""))",bar
barbecue,barbecue,barbecu,barbecue,noun,"list(syn = c(""barbecue"", ""barbeque""))",barbecue
barberry,barberry,barberri,barberry,noun,"list(syn = ""barberry"")",barberry
barbwire,barbwire,barbwir,NA,NA,list(syn = NA),NA
bare,bare,bare,bare,adjective,"list(syn = c(""au naturel(p)"", ""bare"", ""bare(a)"", ""barren"", ""bleak"", ""desolate"", ""marginal"", ""mere(a)"", ""naked"", ""nude"", ""plain"", ""scanty"", ""simple(a)"", ""spare"", ""stark"", ""stripped"", ""unembellished"", ""unfinished"", ""unornamented"", ""unsheathed""))",bleak
barefoot,barefoot,barefoot,barefoot,adverb,"list(syn = c(""barefoot"", ""barefooted""))",barefoot
barely,barely,bare,barely,adverb,"list(syn = c(""barely"", ""hardly"", ""just"", ""scantily"", ""scarce"", ""scarcely""))",scarcely
bargain,bargain,bargain,bargain,verb,"list(syn = c(""bargain"", ""dicker""))",bargain
barista's,barista,barista,NA,NA,list(syn = NA),NA
bark,bark,bark,bark,noun,"list(syn = c(""bark"", ""barque""))",bark
barking,barking,bark,bark,verb,"list(syn = c(""bark"", ""skin""))",skin
barks,barks,bark,bark,noun,"list(syn = c(""bark"", ""barque""))",bark
barley,barley,barley,barley,noun,"list(syn = c(""barley"", ""barleycorn""))",barley
barn,barn,barn,barn,noun,"list(syn = c(""b"", ""barn""))",barn
barnes,barnes,barn,NA,NA,list(syn = NA),NA
baroness,baroness,baro,baroness,noun,"list(syn = ""baroness"")",baroness
barrel,barrel,barrel,barrel,noun,"list(syn = c(""barrel"", ""barrelful"", ""bbl"", ""cask"", ""drum"", ""gun barrel""))",barrel
barren,barren,barren,barren,adjective,"list(syn = c(""bare"", ""barren"", ""bleak"", ""desolate"", ""destitute"", ""devoid"", ""innocent"", ""stark""))",bleak
base,base,base,base,noun,"list(syn = c(""al-Qa'ida"", ""al-Qaeda"", ""al-Qaida"", ""alkali"", ""bag"", ""base"", ""Base"", ""base of operations"", ""basis"", ""cornerstone"", ""floor"", ""foot"", ""foundation"", ""fundament"", ""groundwork"", ""home"", ""infrastructure"", ""pedestal"", ""Qaeda"", ""radical"", ""radix"", ""root"", ""root word"", ""stand"", ""stem"", ""substructure"", ""theme"", ""understructure""))",infrastructure
basket,basket,basket,basket,noun,"list(syn = c(""basket"", ""basketball hoop"", ""basketful"", ""field goal"", ""handbasket"", ""hoop""))",basket
basketball,basketball,basketbal,basketball,noun,"list(syn = c(""basketball"", ""basketball game"", ""hoops""))",basketball
bass,bass,bass,bass,noun,"list(syn = c(""bass"", ""bass part"", ""bass voice"", ""basso"", ""freshwater bass"", ""sea bass""))",bass
bat,bat,bat,bat,noun,"list(syn = c(""at-bat"", ""bat"", ""chiropteran"", ""cricket bat"", ""squash racket"", ""squash racquet""))",bat
bated,bated,bate,bate,verb,"list(syn = ""bate"")",bate
bath,bath,bath,bath,noun,"list(syn = c(""bath"", ""Bath"", ""bathing tub"", ""bathroom"", ""bathtub"", ""tub""))",bathroom
bathroom,bathroom,bathroom,bathroom,noun,"list(syn = c(""bath"", ""bathroom"", ""can"", ""john"", ""lav"", ""lavatory"", ""privy"", ""toilet""))",can
bats,bats,bat,bat,noun,"list(syn = c(""at-bat"", ""bat"", ""chiropteran"", ""cricket bat"", ""squash racket"", ""squash racquet""))",bat
batteries,batteries,batteri,battery,noun,"list(syn = c(""assault and battery"", ""barrage"", ""barrage fire"", ""battery"", ""bombardment"", ""electric battery"", ""shelling"", ""stamp battery""))",battery
battery,battery,batteri,battery,noun,"list(syn = c(""assault and battery"", ""barrage"", ""barrage fire"", ""battery"", ""bombardment"", ""electric battery"", ""shelling"", ""stamp battery""))",battery
batting,batting,bat,batting,noun,"list(syn = c(""batten"", ""batting""))",batting
bawl,bawl,bawl,bawl,noun,"list(syn = ""bawl"")",bawl
bay,bay,bay,bay,noun,"list(syn = c(""alcove"", ""bay"", ""bay laurel"", ""bay tree"", ""embayment"", ""Laurus nobilis"", ""true laurel""))",bay
beach,beach,beach,beach,noun,"list(syn = ""beach"")",beach
beachcombers,beachcombers,beachcomb,beachcomber,noun,"list(syn = ""beachcomber"")",beachcomber
beachcombing,beachcombing,beachcomb,NA,NA,list(syn = NA),NA
beachside,beachside,beachsid,beachside,noun,"list(syn = ""beachside"")",beachside
beads,beads,bead,bead,verb,"list(syn = ""bead"")",bead
beak,beak,beak,beak,noun,"list(syn = c(""beak"", ""bill"", ""honker"", ""hooter"", ""neb"", ""nib"", ""nozzle"", ""pecker"", ""schnoz"", ""schnozzle"", ""snoot"", ""snout""))",bill
beaks,beaks,beak,beak,noun,"list(syn = c(""beak"", ""bill"", ""honker"", ""hooter"", ""neb"", ""nib"", ""nozzle"", ""pecker"", ""schnoz"", ""schnozzle"", ""snoot"", ""snout""))",bill
beam,beam,beam,beam,noun,"list(syn = c(""balance beam"", ""beam"", ""beam of light"", ""electron beam"", ""irradiation"", ""light beam"", ""radio beam"", ""ray"", ""ray of light"", ""shaft"", ""shaft of light""))",ray
bear,bear,bear,bear,noun,"list(syn = ""bear"")",bear
beard,beard,beard,beard,noun,"list(syn = c(""beard"", ""byssus"", ""face fungus"", ""whiskers""))",beard
bearing,bearing,bear,bearing,noun,"list(syn = c(""aim"", ""armorial bearing"", ""bearing"", ""carriage"", ""charge"", ""comportment"", ""heading"", ""heraldic bearing"", ""mien"", ""posture"", ""presence""))",bearing
bears,bears,bear,bear,verb,"list(syn = c(""abide"", ""accept"", ""acquit"", ""assume"", ""bear"", ""behave"", ""birth"", ""brook"", ""carry"", ""comport"", ""conduct"", ""contain"", ""deliver"", ""deport"", ""digest"", ""endure"", ""expect"", ""gestate"", ""give birth"", ""have"", ""have a bun in the oven"", ""hold"", ""pay"", ""put up"", ""stand"", ""stick out"", ""stomach"", ""suffer"", ""support"", ""take over"", ""tolerate"", ""turn out"", ""wear"", ""yield""))",tolerate
beat,beat,beat,beat,verb,"list(syn = c(""amaze"", ""baffle"", ""beat"", ""beat out"", ""beat up"", ""bewilder"", ""bunk"", ""circumvent"", ""crush"", ""drum"", ""dumbfound"", ""exhaust"", ""flap"", ""flummox"", ""get"", ""gravel"", ""mystify"", ""nonplus"", ""outfox"", ""outsmart"", ""outwit"", ""overreach"", ""perplex"", ""pose"", ""pound"", ""pulsate"", ""puzzle"", ""quiver"", ""scramble"", ""shell"", ""stick"", ""stupefy"", ""thrum"", ""thump"", ""tick"", ""ticktack"", ""ticktock"", ""trounce"", ""tucker"", ""tucker out"", ""vanquish"", ""vex"", ""wash up"", ""work over""))",tick
beating,beating,beat,beating,noun,"list(syn = c(""beating"", ""drubbing"", ""lacing"", ""licking"", ""thrashing"", ""trouncing"", ""whacking"", ""whipping""))",beating
beats,beats,beat,beat,noun,"list(syn = c(""beat"", ""beatnik"", ""cadence"", ""heartbeat"", ""measure"", ""meter"", ""metre"", ""musical rhythm"", ""pulsation"", ""pulse"", ""rhythm"", ""round""))",pulse
beaver,beaver,beaver,beaver,verb,"list(syn = c(""beaver"", ""beaver away""))",beaver
bed,bed,bed,bed,noun,"list(syn = c(""bed"", ""bottom"", ""layer"", ""seam""))",bottom
bedcovers,bedcovers,bedcov,bedcover,noun,"list(syn = c(""bed cover"", ""bed covering"", ""bedcover"", ""bedspread"", ""counterpane"", ""spread""))",spread
bedroom,bedroom,bedroom,bedroom,noun,"list(syn = c(""bedchamber"", ""bedroom"", ""chamber"", ""sleeping room""))",chamber
bedsheets,bedsheets,bedsheet,bedsheet,noun,"list(syn = ""bedsheet"")",bedsheet
bee,bee,bee,bee,noun,"list(syn = ""bee"")",bee
beech,beech,beech,beech,noun,"list(syn = c(""beech"", ""beech tree"", ""beechwood""))",beech
beehive,beehive,beehiv,beehive,noun,"list(syn = c(""beehive"", ""hive""))",beehive
beep,beep,beep,beep,noun,"list(syn = c(""beep"", ""bleep""))",beep
beer,beer,beer,beer,noun,"list(syn = ""beer"")",beer
beercan,beercan,beercan,NA,NA,list(syn = NA),NA
bees,bees,bee,bee,noun,"list(syn = ""bee"")",bee
beetle,beetle,beetl,beetle,verb,"list(syn = c(""beetle"", ""overhang""))",beetle
beetles,beetles,beetl,beetle,noun,"list(syn = c(""beetle"", ""mallet""))",beetle
beggar's,beggar,beggar,beggar,verb,"list(syn = c(""beggar"", ""pauperise"", ""pauperize""))",beggar
begin,begin,begin,begin,verb,"list(syn = c(""begin"", ""commence"", ""get"", ""get down"", ""lead off"", ""set about"", ""set out"", ""start"", ""start out""))",commence
beginning,beginning,begin,beginning,noun,"list(syn = c(""beginning"", ""commencement"", ""first"", ""get-go"", ""kickoff"", ""offset"", ""origin"", ""outset"", ""root"", ""rootage"", ""showtime"", ""source"", ""start"", ""starting time""))",outset
begins,begins,begin,begin,verb,"list(syn = c(""begin"", ""commence"", ""get"", ""get down"", ""lead off"", ""set about"", ""set out"", ""start"", ""start out""))",commence
begun,begun,begun,begin,verb,"list(syn = c(""begin"", ""commence"", ""get"", ""get down"", ""lead off"", ""set about"", ""set out"", ""start"", ""start out""))",commence
belching,belching,belch,belch,verb,"list(syn = c(""belch"", ""bubble"", ""burp"", ""eruct"", ""erupt"", ""extravasate""))",bubble
belief,belief,belief,belief,noun,"list(syn = c(""belief"", ""feeling"", ""impression"", ""notion"", ""opinion""))",notion
believing,believing,believ,believe,verb,"list(syn = c(""believe"", ""conceive"", ""consider"", ""think"", ""trust""))",conceive
bell,bell,bell,bell,noun,"list(syn = c(""Alexander Bell"", ""Alexander Graham Bell"", ""Alexander Melville Bell"", ""bell"", ""Bell"", ""bell shape"", ""buzzer"", ""campana"", ""chime"", ""doorbell"", ""gong"", ""Melville Bell"", ""ship's bell"", ""toll"", ""Vanessa Bell"", ""Vanessa Stephen""))",toll
bellflowers,bellflowers,bellflow,bellflower,noun,"list(syn = c(""bellflower"", ""campanula""))",bellflower
bellhops,bellhops,bellhop,bellhop,noun,"list(syn = c(""bellboy"", ""bellhop"", ""bellman""))",bellhop
bellied,bellied,belli,belly,verb,"list(syn = c(""belly"", ""belly out""))",belly
bellies,bellies,belli,belly,noun,"list(syn = c(""abdomen"", ""belly"", ""paunch"", ""stomach"", ""venter""))",belly
belling,belling,bell,bell,verb,"list(syn = ""bell"")",bell
bells,bells,bell,bell,noun,"list(syn = c(""Alexander Bell"", ""Alexander Graham Bell"", ""Alexander Melville Bell"", ""bell"", ""Bell"", ""bell shape"", ""buzzer"", ""campana"", ""chime"", ""doorbell"", ""gong"", ""Melville Bell"", ""ship's bell"", ""toll"", ""Vanessa Bell"", ""Vanessa Stephen""))",toll
bellybuttons,bellybuttons,bellybutton,bellybutton,noun,"list(syn = c(""bellybutton"", ""navel"", ""omphalos"", ""omphalus"", ""umbilicus""))",bellybutton
belong,belong,belong,belong,verb,"list(syn = c(""belong"", ""consist"", ""dwell"", ""go"", ""lie"", ""lie in""))",go
belt,belt,belt,belt,noun,"list(syn = c(""bang"", ""bash"", ""belt"", ""knock"", ""rap"", ""smash"", ""swath"", ""whack"", ""whang""))",knock
belting,belting,belt,belt,verb,"list(syn = c(""belt"", ""belt out""))",belt
belts,belts,belt,belt,noun,"list(syn = c(""bang"", ""bash"", ""belt"", ""knock"", ""rap"", ""smash"", ""swath"", ""whack"", ""whang""))",knock
bench,bench,bench,bench,noun,"list(syn = c(""bench"", ""Bench"", ""judiciary"", ""terrace"", ""work bench"", ""workbench""))",terrace
bend,bend,bend,bend,noun,"list(syn = c(""bend"", ""Bend"", ""bend dexter"", ""bending"", ""crease"", ""crimp"", ""crook"", ""curve"", ""flexure"", ""fold"", ""plication"", ""turn"", ""twist""))",twist
bender,bender,bender,bender,noun,"list(syn = c(""bender"", ""booze-up"", ""breaking ball"", ""carousal"", ""carouse"", ""curve"", ""curve ball"", ""toot""))",curve
bending,bending,bend,bend,verb,"list(syn = c(""bend"", ""bow"", ""crouch"", ""deflect"", ""deform"", ""flex"", ""stoop"", ""turn"", ""turn away"", ""twist""))",twist
bends,bends,bend,bend,noun,"list(syn = c(""bend"", ""Bend"", ""bend dexter"", ""bending"", ""crease"", ""crimp"", ""crook"", ""curve"", ""flexure"", ""fold"", ""plication"", ""turn"", ""twist""))",twist
beneath,beneath,beneath,beneath,preposition,"list(syn = ""beneath"")",beneath
bent,bent,bent,bent,adjective,"list(syn = c(""bended"", ""bent"", ""bent on(p)"", ""bowed"", ""crumpled"", ""dead set(p)"", ""dented"", ""inclined"", ""intent on(p)"", ""out to(p)""))",inclined
berries,berries,berri,berry,noun,"list(syn = c(""berry"", ""Berry"", ""Charles Edward Berry"", ""Chuck Berry""))",berry
berry,berry,berri,berry,verb,"list(syn = ""berry"")",berry
bible,bible,bibl,bible,adjective,"list(syn = ""bible"")",bible
bicker,bicker,bicker,bicker,noun,"list(syn = c(""bicker"", ""bickering"", ""fuss"", ""pettifoggery"", ""spat"", ""squabble"", ""tiff""))",fuss
bicycle's,bicycle,bicycl,bicycle,noun,"list(syn = c(""bicycle"", ""bike"", ""cycle"", ""wheel""))",bicycle
bigger,bigger,bigger,big,adjective,"list(syn = c(""adult"", ""bad"", ""big"", ""big(a)"", ""big(p)"", ""bighearted"", ""boastful"", ""bounteous"", ""bountiful"", ""braggart(a)"", ""bragging(a)"", ""braggy"", ""cock-a-hoop"", ""crowing"", ""enceinte"", ""expectant"", ""freehanded"", ""full-grown"", ""fully grown"", ""giving"", ""gravid"", ""great(p)"", ""grown"", ""grownup"", ""handsome"", ""heavy(a)"", ""heavy(p)"", ""large"", ""large(p)"", ""liberal"", ""magnanimous"", ""openhanded"", ""prominent"", ""self-aggrandising"", ""self-aggrandizing"", ""swelled"", ""vainglorious"", ""with child(p)""))",liberal
biggest,biggest,biggest,big,adjective,"list(syn = c(""adult"", ""bad"", ""big"", ""big(a)"", ""big(p)"", ""bighearted"", ""boastful"", ""bounteous"", ""bountiful"", ""braggart(a)"", ""bragging(a)"", ""braggy"", ""cock-a-hoop"", ""crowing"", ""enceinte"", ""expectant"", ""freehanded"", ""full-grown"", ""fully grown"", ""giving"", ""gravid"", ""great(p)"", ""grown"", ""grownup"", ""handsome"", ""heavy(a)"", ""heavy(p)"", ""large"", ""large(p)"", ""liberal"", ""magnanimous"", ""openhanded"", ""prominent"", ""self-aggrandising"", ""self-aggrandizing"", ""swelled"", ""vainglorious"", ""with child(p)""))",liberal
bike's,bike,bike,bike,noun,"list(syn = c(""bicycle"", ""bike"", ""cycle"", ""motorcycle"", ""wheel""))",bicycle
bill's,bill,bill,bill,noun,"list(syn = c(""account"", ""bank bill"", ""bank note"", ""banker's bill"", ""banknote"", ""beak"", ""bill"", ""billhook"", ""broadsheet"", ""broadside"", ""card"", ""circular"", ""eyeshade"", ""Federal Reserve note"", ""flier"", ""flyer"", ""government note"", ""greenback"", ""handbill"", ""invoice"", ""measure"", ""neb"", ""nib"", ""note"", ""notice"", ""peak"", ""pecker"", ""placard"", ""poster"", ""posting"", ""throwaway"", ""visor"", ""vizor""))",circular
billboard,billboard,billboard,billboard,noun,"list(syn = c(""billboard"", ""hoarding""))",billboard
billion,billion,billion,billion,noun,"list(syn = c(""1000000000"", ""1000000000000"", ""billion"", ""jillion"", ""million"", ""one million million"", ""one thousand million"", ""trillion"", ""zillion""))",billion
